00:13:a2:00:40:b1:d6:2a,1424381466,2015-02-19 19:26:06,1424381466,2015-02-19 19:26:06
00:13:a2:00:40:b1:d6:2a,1424524711,2015-02-21 11:13:31,1424524711,2015-02-21 11:13:31
00:13:a2:00:40:b1:d6:2a,1424583776,2015-02-22 03:37:56,1424583776,2015-02-22 03:37:56
00:13:a2:00:40:b1:d6:2a,1424651169,2015-02-22 22:21:09,1424651169,2015-02-22 22:21:09
00:13:a2:00:40:b1:d6:2a,1424730203,2015-02-23 20:18:23,1424730203,2015-02-23 20:18:23
00:13:a2:00:40:b1:d6:2a,1424856471,2015-02-25 07:22:51,1424856471,2015-02-25 07:22:51
00:13:a2:00:40:b1:d6:2a,1424911593,2015-02-25 22:41:33,1424911593,2015-02-25 22:41:33
00:13:a2:00:40:b1:d6:2a,1425051089,2015-02-27 13:26:29,1425051089,2015-02-27 13:26:29
00:13:a2:00:40:b1:d6:2a,1425144962,2015-02-28 15:31:02,1425144962,2015-02-28 15:31:02
00:13:a2:00:40:b1:d6:2a,1425153597,2015-02-28 17:54:57,1425153597,2015-02-28 17:54:57
